date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:52:08	3171604/3171604	U-----	200	untouched ('')	image/jpeg	date:Wed,%2020%20Jun%202018%2007:41:42%20GMT	https://frame.archive.josias.me/fileadmin/News/gpu.jpg	/Users/csjosias/Downloads/FRAME/frame.archive.josias.me/fileadmin/News/gpu.jpg	(from https://frame.archive.josias.me/de/home/)
19:52:08	2284766/2284766	U-----	200	untouched ('')	image/jpeg	date:Wed,%2006%20Jun%202018%2012:46:22%20GMT	https://frame.archive.josias.me/fileadmin/News/frame-lightroom-01.jpg	/Users/csjosias/Downloads/FRAME/frame.archive.josias.me/fileadmin/News/frame-lightroom-01.jpg	(from https://frame.archive.josias.me/de/home/)
19:52:08	307268/307268	U-----	200	untouched ('')	image/jpeg	date:Wed,%2006%20Jun%202018%2012:48:12%20GMT	https://frame.archive.josias.me/fileadmin/News/frame-netflix_serien-13_resons_why.jpg	/Users/csjosias/Downloads/FRAME/frame.archive.josias.me/fileadmin/News/frame-netflix_serien-13_resons_why.jpg	(from https://frame.archive.josias.me/de/home/)
19:52:08	2604171/2604171	U-----	200	untouched ('')	image/jpeg	date:Wed,%2006%20Jun%202018%2012:56:01%20GMT	https://frame.archive.josias.me/fileadmin/News/frame-dark_web.jpg	/Users/csjosias/Downloads/FRAME/frame.archive.josias.me/fileadmin/News/frame-dark_web.jpg	(from https://frame.archive.josias.me/de/home/)
19:52:09	590/590	---M-Z	200	added ('OK')	image/svg+xml	date:Sun,%2026%20Aug%202018%2010:48:36%20GMT	https://frame.archive.josias.me/typo3conf/ext/frame_package/Resources/Public/Images/Social/google.svg	/Users/csjosias/Downloads/FRAME/frame.archive.josias.me/typo3conf/ext/frame_package/Resources/Public/Images/Social/google.svg	(from https://frame.archive.josias.me/de/post/lightroom/)
19:52:12	9406/9406	U--MCZ	200	updated ('OK')	text/html	date:Wed,%2015%20Dec%202021%2018:52:10%20GMT	https://frame.archive.josias.me/de/home/coding/	/Users/csjosias/Downloads/FRAME/frame.archive.josias.me/de/home/coding/index.html	(from https://frame.archive.josias.me/de/home/)
19:52:12	8737/8737	U--MCZ	200	updated ('OK')	text/html	date:Wed,%2015%20Dec%202021%2018:52:10%20GMT	https://frame.archive.josias.me/de/home/frame/	/Users/csjosias/Downloads/FRAME/frame.archive.josias.me/de/home/frame/index.html	(from https://frame.archive.josias.me/de/home/)
19:52:13	11069/11069	U--MCZ	200	updated ('OK')	text/html	date:Wed,%2015%20Dec%202021%2018:52:12%20GMT	https://frame.archive.josias.me/en/home/?3x=3x	/Users/csjosias/Downloads/FRAME/frame.archive.josias.me/en/home/indexbb5d.html	(from https://frame.archive.josias.me/de/home/)
19:52:13	1760/1760	---MC-	404	error ('Not%20Found')	text/html	date:Wed,%2015%20Dec%202021%2018:52:13%20GMT	https://frame.archive.josias.me/en/home/frame-magazine.ch	/Users/csjosias/Downloads/FRAME/frame.archive.josias.me/en/home/frame-magazine.ch	(from https://frame.archive.josias.me/en/home/)
19:52:15	1236253/1236253	U-----	200	untouched ('')	image/jpeg	date:Wed,%2006%20Jun%202018%2012:56:49%20GMT	https://frame.archive.josias.me/fileadmin/News/sarah-dorweiler-127187-unsplash.jpg	/Users/csjosias/Downloads/FRAME/frame.archive.josias.me/fileadmin/News/sarah-dorweiler-127187-unsplash.jpg	(from https://frame.archive.josias.me/de/home/)
19:52:15	8589/8589	U--MCZ	200	updated ('OK')	text/html	date:Wed,%2015%20Dec%202021%2018:52:14%20GMT	https://frame.archive.josias.me/en/home/foto/	/Users/csjosias/Downloads/FRAME/frame.archive.josias.me/en/home/foto/index.html	(from https://frame.archive.josias.me/en/home/)
19:52:15	25888/25888	U--MCZ	200	updated ('OK')	text/html	date:Wed,%2015%20Dec%202021%2018:52:14%20GMT	https://frame.archive.josias.me/de/home/?3x=3x	/Users/csjosias/Downloads/FRAME/frame.archive.josias.me/de/home/indexbb5d.html	(from https://frame.archive.josias.me/de/home/)
19:52:15	8603/8603	U--MCZ	200	updated ('OK')	text/html	date:Wed,%2015%20Dec%202021%2018:52:15%20GMT	https://frame.archive.josias.me/en/home/inspiration/	/Users/csjosias/Downloads/FRAME/frame.archive.josias.me/en/home/inspiration/index.html	(from https://frame.archive.josias.me/en/home/)
19:52:15	6089056/6089056	U-----	200	untouched ('')	image/jpeg	date:Tue,%2019%20Jun%202018%2011:00:37%20GMT	https://frame.archive.josias.me/fileadmin/News/sass.jpg	/Users/csjosias/Downloads/FRAME/frame.archive.josias.me/fileadmin/News/sass.jpg	(from https://frame.archive.josias.me/de/home/)
